,From,To,Taxonomy
5715,Q9BWE0,9606.ENSP00000417291,9606
5716,Q08237,4932.YOL080C,4932
5717,O82239,3702.AT2G47700.1,3702
5718,Q10164,4896.SPAC26A3.09c.1,4896
5719,Q09697,4896.SPAC13A11.01c.1,4896
5720,Q75J96,44689.DDB0233726,44689
5721,Q9Z2P4,10116.ENSRNOP00000060481,10116
5722,Q9Y7U6,4896.SPCC645.07.1,4896
5723,Q8N392,9606.ENSP00000357131,9606
5724,F6YCR7,10090.ENSMUSP00000117271,10090
5725,O74945,4896.SPCC553.08c.1,4896
5726,Q80WS1,10090.ENSMUSP00000064467,10090
5727,Q8IUF8,9606.ENSP00000328251,9606
5728,P21672,4932.YIL066C,4932
5729,P41805,4932.YLR075W,4932
5730,Q12690,4932.YDL082W,4932
5731,Q9P6P6,4896.SPAC644.17c.1,4896
5732,Q03441,4932.YDL001W,4932
5733,Q5XI59,10116.ENSRNOP00000063855,10116
5734,Q9NVW2,9606.ENSP00000328059,9606
5735,Q924T7,10090.ENSMUSP00000019443,10090
5736,O94941,9606.ENSP00000217173,9606
5737,O76064,9606.ENSP00000362578,9606
5738,Q05635,4932.YDR279W,4932
5739,P10155,9606.ENSP00000356416,9606
5740,Q63644,10116.ENSRNOP00000047378,10116
5741,Q93ZY2,3702.AT4G38430.1,3702
5742,Q9LV40,3702.AT3G24620.1,3702
5743,Q9CA89,3702.AT1G79860.1,3702
5744,P10964,4932.YOR341W,4932
5745,Q76KJ5,10090.ENSMUSP00000044653,10090
5746,Q9GZS1,9606.ENSP00000367029,9606
5747,P08775,10090.ENSMUSP00000050771,10090
5748,P36121,4932.YKR025W,4932
5749,O15318,9606.ENSP00000382058,9606
5750,Q16518,9606.ENSP00000262340,9606
5751,P0CU17,4896.SPAPB8E5.02c.1,4896
5752,P51449,9606.ENSP00000327025,9606
5753,Q9SHL7,3702.AT2G17510.2,3702
5754,Q9H9Y6,9606.ENSP00000444136,9606
5755,P47006,4932.YJL148W,4932
5756,P46669,4932.YOR340C,4932
5757,Q01080,4932.YNL248C,4932
5758,P19388,9606.ENSP00000478303,9606
5759,P20436,4932.YOR224C,4932
5760,Q9VEA5,7227.FBpp0302530,7227
5761,Q9FMF5,3702.AT5G64330.1,3702
5762,Q12532,4932.YPL009C,4932
5763,Q8L840,3702.AT1G10930.1,3702
5764,O14013,4896.SPAC29A4.10.1,4896
5765,P40992,4932.YJL025W,4932
5766,Q04031,4932.YDR412W,4932
5767,P27864,7227.FBpp0288680,7227
5768,Q9P6P2,4896.SPAC823.04.1,4896
5769,F4J8K6,3702.AT3G11964.1,3702
5770,Q05022,4932.YMR229C,4932
5771,Q08745,4932.YOR293W,4932
5772,P0CX47,4932.YDR025W,4932
5773,P38786,4932.YHR062C,4932
5774,Q9BUL9,9606.ENSP00000317691,9606
5775,Q9USN8,4896.SPCC132.01c.1,4896
5776,Q92766,9606.ENSP00000369270,9606
5777,Q10257,4896.SPAC56F8.09.1,4896
5778,O59678,4896.SPBC29A3.16.1,4896
5779,P40470,4932.YIL127C,4932
5780,P48589,4932.YOR369C,4932
5781,P07281,4932.YNL302C,4932
5782,Q0J235,4530.OS09T0395300-00,4530
5783,P51448,10090.ENSMUSP00000034766,10090
5784,P10181,7227.FBpp0084461,7227
5785,Q9C106,4896.SPAPB1E7.03.1,4896
5786,P36160,4932.YKR081C,4932
5787,P39956,4932.YER169W,4932
5788,O94444,4896.SPAC637.10c.1,4896
5789,O43082,4896.SPBC947.07.1,4896
5790,Q06511,4932.YPR143W,4932
5791,O74835,4896.SPCC1183.07.1,4896
5792,Q10146,4896.SPAC1F3.01.1,4896
5793,O43159,9606.ENSP00000254605,9606
5794,Q9H633,9606.ENSP00000409799,9606
5795,Q9JJ72,10090.ENSMUSP00000097667,10090
5796,Q05468,4932.YDR333C,4932
5797,O14279,4896.SPAC8C9.10c.1,4896
5798,Q9C5J3,3702.AT5G25060.1,3702
5799,P38204,4932.YBL025W,4932
5800,B2RS91,10090.ENSMUSP00000023363,10090
5801,Q02983,4932.YLR141W,4932
5802,Q5JTH9,9606.ENSP00000446184,9606
5803,Q9UTD7,4896.SPAC227.02c.1,4896
5804,Q96EU6,9606.ENSP00000244496,9606
5805,Q12481,4932.YOR287C,4932
5806,Q9NQG5,9606.ENSP00000362532,9606
5807,Q04712,4932.YML043C,4932
5808,Q9NYV6,9606.ENSP00000198767,9606
5809,P53437,4932.YMR270C,4932
5810,P0C0T4,4932.YLR333C,4932
5811,Q6QAT1,9823.ENSSSCP00000014450,9823
5812,Q01855,4932.YOL040C,4932
5813,P0CX51,4932.YMR143W,4932
5814,P0C0W1,4932.YJL190C,4932
5815,P62273,9606.ENSP00000379339,9606
5816,O94438,4896.SPAC22H12.04c.1,4896
5817,P23248,4932.YML063W,4932
5818,P92965,3702.AT4G25500.4,3702
5819,P62241,9606.ENSP00000379888,9606
5820,Q09757,4896.SPAC24H6.07.1,4896
5821,Q10204,4896.SPBC17D1.04.1,4896
5822,P36080,4932.YKL082C,4932
5823,P05756,4932.YDR064W,4932
5824,O74172,4896.SPBC3D6.15.1,4896
5825,P39939,4932.YER131W,4932
5826,P0CX33,4932.YOR182C,4932
5827,P0CX35,4932.YJR145C,4932
5828,P46781,9606.ENSP00000302896,9606
5829,O74964,4896.SPBC4B4.03.1,4896
5830,Q06488,4932.YLR357W,4932
5831,Q96T23,9606.ENSP00000311513,9606
5832,Q9Y7L8,4896.SPBC685.06.1,4896
5833,Q9P546,4896.SPAPJ698.02c.1,4896
5834,Q05543,4932.YDR289C,4932
5835,Q07794,4932.YLL002W,4932
5836,O94667,4896.SPBC651.09c.1,4896
5837,O13829,4896.SPAC19A8.13.1,4896
5838,Q9USX8,4896.SPBC1861.08c.1,4896
5839,P08579,9606.ENSP00000246071,9606
5840,P22814,7227.FBpp0076971,7227
5841,Q6R6I6,10116.ENSRNOP00000033541,10116
5842,P28702,9606.ENSP00000363817,9606
5843,Q07458,4932.YDL076C,4932
5844,P23297,9606.ENSP00000292169,9606
5845,P50115,10116.ENSRNOP00000015473,10116
5846,P09661,9606.ENSP00000254193,9606
5847,F4JY37,3702.AT5G18700.1,3702
5848,Q96S37,9606.ENSP00000366797,9606
5849,Q9UGH3,9606.ENSP00000368637,9606
5850,P31646,10116.ENSRNOP00000018083,10116
5851,Q12136,4932.YDL153C,4932
5852,P34218,4932.YBL052C,4932
5853,Q6UVJ0,9606.ENSP00000287482,9606
5854,P39735,4932.YAL027W,4932
5855,Q8IYX7,9606.ENSP00000369907,9606
5856,A0PJK1,9606.ENSP00000379008,9606
5857,Q01959,9606.ENSP00000270349,9606
5858,O35316,10090.ENSMUSP00000032185,10090
5859,Q12158,4932.YDL003W,4932
5860,O82265,3702.AT2G47980.1,3702
5861,Q9Y6X3,9606.ENSP00000262815,9606
5862,P40090,4932.YER147C,4932
5863,O74452,4896.SPCC16C4.07.1,4896
5864,P34706,6239.C25D7.3,6239
5865,A2AIW0,10090.ENSMUSP00000109737,10090
5866,Q80UF4,10090.ENSMUSP00000027785,10090
5867,Q6IQ49,9606.ENSP00000272091,9606
5868,P38314,4932.YBR214W,4932
5869,Q04279,4932.YMR086W,4932
5870,O13900,4896.SPAC22A12.09c.1,4896
5871,Q96ER3,9606.ENSP00000432487,9606
5872,P46674,4932.YDR159W,4932
5873,Q9VEX9,7227.FBpp0082731,7227
5874,Q86DA5,6239.F13B10.1c,6239
5875,Q9JLI8,10090.ENSMUSP00000019118,10090
5876,P34402,6239.F10E9.8,6239
5877,Q04003,4932.YDR181C,4932
5878,Q9VAC8,7227.FBpp0084912,7227
5879,Q9FJG1,3702.AT5G18010.1,3702
5880,B7F8P5,4530.OS09T0545300-01,4530
5881,Q9SGU2,3702.AT1G56150.1,3702
5882,Q9XT49,9913.ENSBTAP00000025774,9913
5883,Q9Y345,9606.ENSP00000434364,9606
5884,Q6DID3,10090.ENSMUSP00000076024,10090
5885,Q99590,9606.ENSP00000358374,9606
5886,Q04002,4932.YDR180W,4932
5887,O23210,3702.AT4G36710.1,3702
5888,Q9SNB8,3702.AT3G46600.1,3702
5889,Q2QYF3,4530.OS12T0122000-01,4530
5890,Q9LPW3,3702.AT1G12860.1,3702
5891,Q9H7L9,9606.ENSP00000443988,9606
5892,Q9UTE3,4896.SPAC222.09.1,4896
5893,Q00416,4932.YLR430W,4932
5894,G5EC37,6239.M01E5.6,6239
5895,P28661,10090.ENSMUSP00000018544,10090
5896,Q9UPS6,9606.ENSP00000442924,9606
5897,Q5LJZ2,7227.FBpp0291454,7227
5898,G5EEU2,6239.Y43F4B.3,6239
5899,Q18221,6239.C26E6.9c,6239
5900,Q9Y7Q6,4896.SPCC297.04c.1,4896
5901,E9Q5F9,10090.ENSMUSP00000116313,10090
5902,Q13435,9606.ENSP00000318861,9606
5903,Q8BP27,10090.ENSMUSP00000096954,10090
5904,Q8C8M1,10090.ENSMUSP00000107188,10090
5905,Q9NR46,9606.ENSP00000361634,9606
5906,Q9FEN9,3702.AT4G39100.1,3702
5907,Q10021,6239.T28D9.2a,6239
5908,Q01657,3055.EDP06983,3055
5909,P39940,4932.YER125W,4932
5910,P53330,4932.YGR275W,4932
5911,Q9BLB6,6239.H20J04.8,6239
5912,Q03940,4932.YDR190C,4932
5913,Q8RWN5,3702.AT5G04280.1,3702
5914,Q8K0H1,10090.ENSMUSP00000010267,10090
5915,Q9NWF4,9606.ENSP00000399979,9606
5916,B5MEV3,10116.ENSRNOP00000046721,10116
5917,P43612,4932.YFR040W,4932
5918,F4JAU2,3702.AT3G06290.1,3702
5919,Q9UBE0,9606.ENSP00000270225,9606
5920,P83783,5476.C4YRU3,5476
5921,Q99314,4932.YOR213C,4932
5922,P40541,4932.YIL026C,4932
5923,Q12334,4932.YDL139C,4932
5924,P04775,10116.ENSRNOP00000007069,10116
5925,Q9JJV9,10090.ENSMUSP00000112838,10090
5926,Q9WTU3,10090.ENSMUSP00000080842,10090
5927,Q9M2E2,3702.AT3G61220.2,3702
5928,P40505,4932.YIL084C,4932
5929,Q9UUI5,4896.SPAC22F8.08.1,4896
5930,A6H687,10090.ENSMUSP00000109161,10090
5931,O74517,4896.SPCC663.11.1,4896
5932,A6QLP2,9913.ENSBTAP00000002300,9913
5933,Q9Y3Z3,9606.ENSP00000262878,9606
5934,P38429,4932.YMR263W,4932
5935,Q9P7L8,4896.SPBC21C3.05.1,4896
5936,Q9BW04,9606.ENSP00000352447,9606
5937,Q8S895,3702.AT2G17640.1,3702
5938,Q8W2B8,3702.AT4G35640.1,3702
5939,Q9UPW6,9606.ENSP00000401112,9606
5940,Q9SA49,3702.AT1G16510.1,3702
5941,A8JUV0,7227.FBpp0111762,7227
5942,O94672,4896.SPBC776.04.1,4896
5943,Q9NY91,9606.ENSP00000266086,9606
5944,Q8K299,10090.ENSMUSP00000022610,10090
5945,Q19555,6239.F18E2.3,6239
5946,Q9FHZ1,3702.AT5G41920.1,3702
5947,Q9CAN3,3702.AT1G63100.1,3702
5948,Q9SN22,3702.AT3G49950.1,3702
5949,Q9JLI6,10090.ENSMUSP00000027532,10090
5950,Q8WTV0,9606.ENSP00000261693,9606
5951,Q03323,4932.YDR469W,4932
5952,F1SR90,9823.ENSSSCP00000005198,9823
5953,Q9U263,6239.Y51H4A.12,6239
5954,O44498,6239.F15E6.1,6239
5955,Q32KD2,7227.FBpp0111689,7227
5956,Q96T68,9606.ENSP00000346175,9606
5957,Q91WC0,10090.ENSMUSP00000066413,10090
5958,Q5XJV7,10090.ENSMUSP00000047398,10090
5959,Q53H47,9606.ENSP00000373354,9606
5960,O75533,9606.ENSP00000335321,9606
5961,Q15393,9606.ENSP00000305790,9606
5962,Q15427,9606.ENSP00000271628,9606
5963,P35735,4932.YKL051W,4932
5964,Q12314,4932.YOR021C,4932
5965,P53064,4932.YGL244W,4932
5966,Q86VV8,9606.ENSP00000255674,9606
5967,Q42404,3702.AT3G50670.1,3702
5968,Q9VH07,7227.FBpp0081704,7227
5969,Q12464,4932.YPL235W,4932
5970,Q9HBX9,9606.ENSP00000405841,9606
5971,P50116,10116.ENSRNOP00000015351,10116
5972,Q8N1F8,9606.ENSP00000295641,9606
5973,P59158,10090.ENSMUSP00000034218,10090
5974,Q7YRU6,9986.ENSOCUP00000018959,9986
5975,Q9BXP2,9606.ENSP00000275730,9606
5976,Q86WA9,9606.ENSP00000355384,9606
5977,O54698,10116.ENSRNOP00000026831,10116
5978,Q9UHR5,9606.ENSP00000462116,9606
5979,Q8TBE7,9606.ENSP00000400839,9606
5980,Q9H2H9,9606.ENSP00000449756,9606
5981,Q9JM15,10116.ENSRNOP00000008138,10116
5982,Q8CFE6,10090.ENSMUSP00000023099,10090
5983,Q969I6,9606.ENSP00000389843,9606
5984,G3UVW3,10090.ENSMUSP00000120810,10090
5985,Q5DTL9,10090.ENSMUSP00000099796,10090
5986,Q9VWQ2,7227.FBpp0074405,7227
5987,P40847,4896.SPCC1672.02c.1,4896
5988,Q9C9T2,3702.AT1G73805.1,3702
5989,O64538,3702.AT1G79130.1,3702
5990,P51143,9913.ENSBTAP00000004354,9913
5991,P23977,10116.ENSRNOP00000047272,10116
5992,Q60857,10090.ENSMUSP00000021195,10090
5993,P58295,10116.ENSRNOP00000043665,10116
5994,Q63623,10116.ENSRNOP00000062541,10116
5995,Q9C6X2,3702.AT1G32050.1,3702
5996,O13816,4896.SPAC17H9.20.1,4896
5997,Q9D2X5,10090.ENSMUSP00000131966,10090
5998,Q99250,9606.ENSP00000364586,9606
5999,O88420,10116.ENSRNOP00000008160,10116
6000,Q15858,9606.ENSP00000386306,9606
6001,Q9EQC5,10090.ENSMUSP00000025890,10090
6002,Q9NVU7,9606.ENSP00000348596,9606
6003,O74861,4896.SPCC18.11c.1,4896
6004,Q9DCP2,10090.ENSMUSP00000130414,10090
6005,Q96FL8,9606.ENSP00000270570,9606
6006,Q80ZA5,10116.ENSRNOP00000059155,10116
6007,Q9HAB3,9606.ENSP00000436768,9606
6008,Q4FZU9,10116.ENSRNOP00000006828,10116
6009,Q9NSD5,9606.ENSP00000339260,9606
6010,P43589,4932.YFR005C,4932
6011,Q5K651,9606.ENSP00000369292,9606
6012,Q7ZVT3,7955.ENSDARP00000075634,7955
6013,Q80UK7,10090.ENSMUSP00000029571,10090
6014,F4I1H5,3702.AT1G29440.1,3702
6015,P38814,4932.YHR103W,4932
6016,P23975,9606.ENSP00000219833,9606
6017,Q61327,10090.ENSMUSP00000022100,10090
6018,P51905,7227.FBpp0072269,7227
6019,O48791,3702.AT2G26770.1,3702
6020,Q9M5P2,3702.AT1G61250.1,3702
6021,Q9XE58,3702.AT1G07530.1,3702
6022,Q9FL03,3702.AT5G66770.1,3702
6023,Q9SCR0,3702.AT3G50650.1,3702
6024,Q96NL6,9606.ENSP00000281142,9606
6025,P15390,10116.ENSRNOP00000016841,10116
6026,Q9UQD0,9606.ENSP00000346534,9606
6027,Q62205,10090.ENSMUSP00000097642,10090
6028,Q08873,4932.YOR367W,4932
6029,Q4H4B6,7955.ENSDARP00000068701,7955
6030,Q14160,9606.ENSP00000349486,9606
6031,Q8X1T0,4896.SPAPYUG7.06.1,4896
6032,O94598,4896.SPCC622.10c.1,4896
6033,Q9BSV6,9606.ENSP00000397402,9606
6034,Q9H4L4,9606.ENSP00000314029,9606
6035,O55131,10090.ENSMUSP00000110927,10090
6036,Q9UHD8,9606.ENSP00000391249,9606
6037,Q54HS3,44689.DDB0233375,44689
6038,P32905,4932.YGR214W,4932
6039,Q9Y815,4896.SPBC1105.14.1,4896
6040,Q99LF4,10090.ENSMUSP00000001834,10090
6041,Q9UUI6,4896.SPAC22F8.07c.1,4896
6042,Q12751,4932.YMR185W,4932
6043,Q08963,4932.YPL213W,4932
6044,Q8R4C2,10090.ENSMUSP00000113429,10090
6045,Q8N2Y8,9606.ENSP00000393922,9606
6046,P38255,4932.YBR095C,4932
6047,O22703,3702.AT1G60650.2,3702
6048,P55017,9606.ENSP00000402152,9606
6049,Q9WVL3,10090.ENSMUSP00000017900,10090
6050,Q8WWT9,9606.ENSP00000279027,9606
6051,Q9NSA0,9606.ENSP00000301891,9606
6052,Q9R155,10090.ENSMUSP00000001253,10090
6053,Q5I0E9,10116.ENSRNOP00000054704,10116
6054,Q9CTN5,10090.ENSMUSP00000035376,10090
6055,Q9JI13,10090.ENSMUSP00000087896,10090
6056,Q42538,3702.AT5G56760.1,3702
6057,Q9MYX0,9544.ENSMMUP00000004679,9544
6058,Q54XY4,44689.DDB0220018,44689
6059,Q7XJM8,3702.AT2G45160.1,3702
6060,O81316,3702.AT4G00150.1,3702
6061,P35498,9606.ENSP00000303540,9606
6062,P35499,9606.ENSP00000396320,9606
6063,P51172,9606.ENSP00000368411,9606
6064,P53313,4932.YGR245C,4932
6065,P24349,6239.F52E10.1,6239
6066,G5EBL3,6239.C35C5.1,6239
6067,O43058,4896.SPBC4C3.12.1,4896
6068,Q9WVC0,10116.ENSRNOP00000008839,10116
6069,Q80UG5,10090.ENSMUSP00000091435,10090
6070,O15047,9606.ENSP00000262519,9606
6071,Q8TBK2,9606.ENSP00000219315,9606
6072,Q8W234,3702.AT1G43850.1,3702
6073,Q9Y3B4,9606.ENSP00000233468,9606
6074,O60174,4896.SPBC21H7.05.1,4896
6075,A8K8P3,9606.ENSP00000383145,9606
6076,Q5A287,5476.C4YM39,5476
6077,Q8VIJ6,10090.ENSMUSP00000030623,10090
6078,Q86XK3,9606.ENSP00000358742,9606
6079,Q562F6,9606.ENSP00000350447,9606
6080,A5YVF1,4081.Solyc04g025300.2.1,4081
6081,Q96HU1,9606.ENSP00000248929,9606
6082,Q71F54,10116.ENSRNOP00000013815,10116
6083,Q10925,6239.B0302.1a.2,6239
6084,G5EEW6,6239.F39H2.2a,6239
6085,Q8CFH6,10090.ENSMUSP00000038761,10090
6086,Q14190,9606.ENSP00000290399,9606
6087,Q9USQ4,4896.SPBC577.15c.1,4896
6088,Q5XVI1,3702.AT1G54385.2,3702
6089,Q55DB0,44689.DDB0219995,44689
6090,Q39821,3847.GLYMA05G36840.1,3847
6091,Q24322,7227.FBpp0292880,7227
6092,Q9CYP7,10090.ENSMUSP00000034507,10090
6093,Q9Y6X0,9606.ENSP00000282030,9606
6094,Q9UST7,4896.SPBC336.07.1,4896
6095,O13650,4896.SPBC8D2.07c.1,4896
6096,F4JLE5,3702.AT4G34580.1,3702
6097,Q12369,4932.YLL003W,4932
6098,Q03067,4932.YPL047W,4932
6099,P0C606,10116.ENSRNOP00000026146,10116
6100,Q9Y7Y1,4896.SPBC365.07c.1,4896
6101,P40561,4932.YIR001C,4932
6102,Q12118,4932.YOR007C,4932
6103,Q9H788,9606.ENSP00000265807,9606
6104,Q6AVN2,4530.OS05T0488800-01,4530
6105,O75563,9606.ENSP00000005587,9606
6106,O94474,4896.SPCC1919.05.1,4896
6107,A2AQ25,10090.ENSMUSP00000041431,10090
6108,Q9LHP2,3702.AT3G13570.1,3702
6109,Q9P6L5,4896.SPAC688.11.1,4896
6110,Q8IX21,9606.ENSP00000359292,9606
6111,Q67EU8,4577.GRMZM2G121543_P02,4577
6112,P18911,10090.ENSMUSP00000048838,10090
6113,Q02833,9606.ENSP00000380713,9606
6114,Q04418,4932.YDR527W,4932
6115,Q5E915,3702.AT3G21060.1,3702
6116,P57052,9606.ENSP00000383421,9606
6117,Q9Y4C8,9606.ENSP00000442053,9606
6118,Q9Y580,9606.ENSP00000364639,9606
6119,Q05672,4932.YDL189W,4932
6120,O14039,4896.SPAC2C4.06c.1,4896
6121,O13796,4896.SPAC1142.01.1,4896
6122,P32841,4932.YMR133W,4932
6123,Q8C5S7,10090.ENSMUSP00000002395,10090
6124,P93788,4113.PGSC0003DMT400037192,4113
6125,Q9FVW4,3702.AT1G33980.2,3702
6126,Q8LLD4,3702.AT3G06540.1,3702
6127,Q9P2R6,9606.ENSP00000338629,9606
6128,Q9SKI4,3702.AT2G06510.1,3702
6129,P27694,9606.ENSP00000254719,9606
6130,P38339,4932.YBR260C,4932
6131,O23523,3702.AT4G16830.1,3702
6132,P40188,4932.YIL057C,4932
6133,Q9LY87,3702.AT5G14420.2,3702
6134,Q2PPJ7,9606.ENSP00000202677,9606
6135,O43566,9606.ENSP00000386229,9606
6136,Q8H0U8,3702.AT1G20920.1,3702
6137,Q15669,9606.ENSP00000371219,9606
6138,Q8NHV9,9606.ENSP00000217999,9606
6139,Q9M0Y9,3702.AT4G04900.1,3702
6140,Q96UP3,4896.SPAC6F6.17.1,4896
6141,Q06587,9606.ENSP00000363787,9606
6142,O42650,4896.SPAC10F6.10.1,4896
6143,Q9BVS4,9606.ENSP00000283109,9606
6144,Q9Y572,9606.ENSP00000216274,9606
6145,Q39222,3702.AT1G16920.1,3702
6146,P51158,10116.ENSRNOP00000050260,10116
6147,P20338,9606.ENSP00000355651,9606
6148,Q9V8W3,7227.FBpp0085658,7227
6149,Q3YEC7,9606.ENSP00000360727,9606
6150,Q03206,6239.C09G12.8b,6239
6151,P36632,4896.SPAC9E9.08.1,4896
6152,Q6NSI4,9606.ENSP00000361628,9606
6153,O24466,3702.AT3G53610.3,3702
6154,Q38942,3702.AT1G80670.1,3702
6155,P41838,4896.SPBC16A3.05c.1,4896
6156,Q99N57,10090.ENSMUSP00000000451,10090
6157,Q9SMR4,3702.AT4G39890.1,3702
6158,Q03251,3702.AT4G39260.1,3702
6159,Q96T37,9606.ENSP00000358799,9606
6160,Q3V089,10090.ENSMUSP00000092286,10090
6161,Q948T9,4113.PGSC0003DMT400063688,4113
6162,Q02427,7227.FBpp0081754,7227
6163,H2QII6,9598.ENSPTRP00000021122,9598
6164,Q9LKX9,4577.GRMZM2G003043_P01,4577
6165,A6NED2,9606.ENSP00000377801,9606
6166,Q9ZVH8,3702.AT2G38560.1,3702
6167,O82504,3702.AT4G11130.1,3702
6168,P38344,4932.YBR267W,4932
6169,P53331,4932.YGR276C,4932
6170,Q6S4P4,4530.OS03T0336200-02,4530
6171,Q6K9U2,4530.OS02T0829100-01,4530
6172,Q7XII4,4530.OS07T0569100-01,4530
6173,P15927,9606.ENSP00000363017,9606
6174,Q13156,9606.ENSP00000362131,9606
6175,Q9C587,3702.AT5G22010.1,3702
6176,Q7TS73,10090.ENSMUSP00000048230,10090
6177,O13826,4896.SPAC19A8.10.1,4896
6178,P48381,10090.ENSMUSP00000133461,10090
6179,Q9SLH3,3702.AT2G01570.1,3702
6180,Q0VAM2,9606.ENSP00000264400,9606
6181,Q9UTR5,4896.SPAC1006.06.1,4896
6182,P40043,4932.YER067W,4932
6183,Q99666,9606.ENSP00000330842,9606
6184,O14924,9606.ENSP00000339381,9606
6185,Q5JK84,4530.OS01T0550000-01,4530
6186,Q0DLB9,4530.OS05T0110500-02,4530
6187,Q6PJF5,9606.ENSP00000322775,9606
6188,P25378,4932.YCR027C,4932
6189,O13928,4896.SPAC23C4.08.1,4896
6190,P61586,9606.ENSP00000400175,9606
6191,P87074,4896.SPBC342.05.1,4896
6192,P91124,6239.C32E8.7,6239
6193,Q9NVN3,9606.ENSP00000376583,9606
6194,O14730,9606.ENSP00000341874,9606
6195,Q12504,4932.YDR257C,4932
6196,P40475,4932.YIL120W,4932
6197,Q6FSQ7,5478.XP_446737.1,5478
6198,O14096,4896.SPAC2F3.13c.1,4896
6199,Q92698,9606.ENSP00000361043,9606
6200,O74999,4896.SPCC330.02.1,4896
6201,P28186,3702.AT3G46060.2,3702
6202,P24386,9606.ENSP00000350386,9606
6203,P26374,9606.ENSP00000355511,9606
6204,Q15042,9606.ENSP00000411418,9606
6205,Q15291,9606.ENSP00000264515,9606
6206,Q9LHS9,3702.AT5G06070.1,3702
6207,Q24472,7227.FBpp0070141,7227
6208,P53295,4932.YGR173W,4932
6209,P98175,9606.ENSP00000328848,9606
6210,Q3UQS8,10090.ENSMUSP00000129447,10090
6211,Q9NW13,9606.ENSP00000223073,9606
6212,Q948U0,4113.PGSC0003DMT400032088,4113
6213,O48538,3702.AT1G64060.1,3702
6214,P49792,9606.ENSP00000283195,9606
6215,Q9LKZ3,3702.AT3G12280.1,3702
6216,Q924W9,10090.ENSMUSP00000037079,10090
6217,P0C090,10090.ENSMUSP00000097721,10090
6218,P53972,4932.YNL022C,4932
6219,Q18919,6239.D1014.8,6239
6220,Q59E36,7227.FBpp0292003,7227
6221,Q54RR8,44689.DDB0191140,44689
6222,P26659,4896.SPAC1D4.12.1,4896
6223,Q9SEH3,3702.AT4G17530.1,3702
6224,Q04231,4932.YML011C,4932
6225,Q92878,9606.ENSP00000368100,9606
6226,P25454,4932.YER095W,4932
6227,O76460,7227.FBpp0077357,7227
6228,Q99359,4932.YDR014W,4932
6229,O88667,10090.ENSMUSP00000034351,10090
6230,O17915,6239.K01G5.4,6239
6231,Q86YV0,9606.ENSP00000341905,9606
6232,Q9VPH8,7227.FBpp0077900,7227
6233,P39729,4932.YAL036C,4932
6234,Q9NTZ6,9606.ENSP00000363228,9606
6235,P42696,9606.ENSP00000386226,9606
6236,Q9XSR3,9612.ENSCAFP00000023389,9612
6237,O08674,10090.ENSMUSP00000017151,10090
6238,P25801,10090.ENSMUSP00000106770,10090
6239,Q8RY59,3702.AT1G32230.1,3702
6240,A2AU37,10090.ENSMUSP00000136918,10090
6241,Q06738,3702.AT5G52310.1,3702
6242,P38086,4932.YBR073W,4932
6243,Q7ZT82,7955.ENSDARP00000016637,7955
6244,Q9JL61,10090.ENSMUSP00000117963,10090
6245,Q06108,4932.YPR115W,4932
6246,P34342,6239.C29E4.3a,6239
6247,Q8H136,3702.AT3G01540.2,3702
6248,Q8NC24,9606.ENSP00000297164,9606
6249,Q09820,4896.SPAC16C9.06c.1,4896
6250,Q8N1G1,9606.ENSP00000170168,9606
6251,Q9GZR2,9606.ENSP00000361010,9606
6252,Q8HWS3,9606.ENSP00000332208,9606
6253,Q9C8Y3,3702.AT1G66350.1,3702
6254,Q8GXW1,3702.AT3G03450.1,3702
6255,P79051,4896.SPCC330.01c.1,4896
6256,P53893,4932.YNL163C,4932
6257,Q12362,4932.YOL066C,4932
6258,F4IVV0,3702.AT2G33460.1,3702
6259,F4I5N6,3702.AT1G04450.1,3702
6260,Q9W358,7227.FBpp0071252,7227
6261,Q3V0F0,10090.ENSMUSP00000127909,10090
6262,Q12196,4932.YOR119C,4932
6263,Q8CD15,10090.ENSMUSP00000023407,10090
6264,Q9LUJ3,3702.AT3G22680.1,3702
6265,F4JW79,3702.AT5G04290.1,3702
6266,O13862,4896.SPAC1B1.01.1,4896
6267,Q9STM3,3702.AT3G48430.1,3702
6268,Q06709,4932.YLR387C,4932
6269,O59811,4896.SPCC550.15c.1,4896
6270,Q9WTY2,10116.ENSRNOP00000016020,10116
6271,Q8VIG1,10090.ENSMUSP00000079231,10090
6272,O60182,4896.SPBC23E6.07c.1,4896
6273,P63033,10116.ENSRNOP00000020017,10116
6274,Q9LVD0,3702.AT5G57280.1,3702
6275,Q99496,9606.ENSP00000356480,9606
6276,D3ZUQ0,10116.ENSRNOP00000001401,10116
6277,Q969X0,9606.ENSP00000280571,9606
6278,P09938,4932.YJL026W,4932
6279,Q2WG80,7955.ENSDARP00000122894,7955
6280,Q68FE6,10090.ENSMUSP00000039966,10090
6281,Q9SJ20,3702.AT2G21790.1,3702
6282,P26784,4932.YIL133C,4932
6283,P05749,4932.YLR061W,4932
6284,P61353,9606.ENSP00000464813,9606
6285,Q5EBL4,9606.ENSP00000366070,9606
6286,P38883,4932.YHR197W,4932
6287,P36105,4932.YKL006W,4932
6288,P05740,4932.YKL180W,4932
6289,P56628,4932.YFL034C-A,4932
6290,Q9ZUF4,3702.AT2G05940.1,3702
6291,P49723,4932.YGR180C,4932
6292,Q6I5Q6,4530.OS05T0372100-01,4530
6293,Q9P6L2,4896.SPAC688.14.1,4896
