CS,Type,Org,Fold,ID,Seqlen
0.0,1,0,2,O74804,490
0.0,1,1,2,Q9LNI5,83
0.0,1,0,3,Q18579,208
0.0,1,0,4,Q8TAG9,804
0.0,1,0,1,O13610,192
0.0,1,0,3,P0CT22,376
0.0,1,1,3,F4JEX5,680
0.0,1,0,0,P48375,108
0.0,1,1,0,Q93ZG9,477
0.0,1,0,4,O74191,361
0.0,1,0,0,Q9XSH5,457
0.0,1,0,2,Q7Z7B0,1213
0.0,1,1,2,D2XNR1,475
0.0,1,0,4,O35615,995
0.0,1,0,0,Q8N9N8,165
0.0,1,0,1,Q10425,725
0.0,1,1,3,O04202,293
0.0,1,0,4,Q9U1Q0,362
0.0,1,1,3,Q9LRB7,325
0.0,1,0,4,B5DF91,326
0.0,1,0,0,Q9VR19,379
0.0,1,0,1,P13002,1333
0.0,1,0,0,P36053,145
0.0,1,1,1,O04211,111
0.0,1,0,1,Q9VW51,1059
0.0,1,0,0,O59704,1253
0.0,1,0,3,Q9H9T3,547
0.0,1,0,2,Q10655,433
0.0,1,0,3,Q5U249,2408
0.0,1,0,2,Q9Y3B6,208
0.0,1,0,3,Q9C103,735
0.0,1,0,0,P00924,437
0.0,1,0,0,P21550,434
0.0,1,0,2,P12385,437
0.0,1,1,1,Q40479,233
0.0,1,1,2,Q40477,225
0.0,1,0,3,Q08I43,313
0.0,1,0,3,Q5RJL0,282
0.0,1,0,4,Q9VQ56,611
0.0,1,0,0,P11474,423
0.0,1,0,4,Q9UJM3,462
0.0,1,0,1,Q5FWF5,840
0.0,1,0,2,Q24338,425
0.0,1,0,3,O74362,334
0.0,1,1,2,F4JZC2,680
0.0,1,0,4,B3EWF7,344
0.0,1,0,1,Q18892,1599
0.0,1,0,1,P43572,832
0.0,1,0,2,O74399,740
0.0,1,0,0,O95718,433
0.0,1,0,3,A8WFJ9,437
0.0,1,0,2,Q96A65,974
0.0,1,0,3,Q9UPY3,1922
0.0,1,0,4,Q6PEH4,753
0.0,1,0,0,Q54ER9,602
0.0,1,0,4,Q18066,640
0.0,1,0,1,P39976,496
0.0,1,1,3,Q9LWU9,617
0.0,1,0,0,P56177,255
0.0,1,0,1,P70396,289
0.0,1,1,0,Q6RHR6,882
0.0,1,0,2,Q9QZ59,374
0.0,1,0,3,Q8CE22,761
0.0,1,0,3,P54103,621
0.0,1,0,4,O75937,253
0.0,1,0,0,Q9C1W9,774
0.0,1,0,4,Q9UBC3,853
0.0,1,0,2,O36014,467
0.0,1,0,4,O35820,163
0.0,1,0,4,Q96HP0,2047
0.0,1,1,2,A0SVK0,291
0.0,1,0,1,P33309,386
0.0,1,0,1,P40553,215
0.0,1,0,2,Q15054,466
0.0,1,0,3,Q7Z5Q5,900
0.0,1,0,1,Q99LT0,99
0.0,1,0,3,Q14194,572
0.0,1,0,2,Q92800,747
0.0,1,0,1,O95990,144
0.0,1,0,2,Q9BQ89,295
0.0,1,0,2,Q9H4H8,585
0.0,1,0,4,P40546,346
0.0,1,0,1,Q9WUD8,179
0.0,1,0,2,Q12099,399
0.0,1,1,3,O04425,747
0.0,1,0,0,Q08913,375
0.0,1,0,4,Q99689,392
0.0,1,1,4,Q9ZVH0,418
0.0,1,0,2,Q76JU9,300
0.0,1,0,0,O44616,516
0.0,1,0,0,O89106,150
0.0,1,1,0,Q56YJ8,414
0.0,1,1,1,C7AE94,235
0.0,1,0,0,Q9BTP7,215
0.0,1,0,1,Q9UK96,956
0.0,1,0,2,Q9NRD1,293
0.0,1,0,0,Q99581,238
0.0,1,0,1,Q9ESP5,455
0.0,1,0,2,O14842,300
0.0,1,1,2,P0DKJ7,813
0.0,1,0,1,Q01543,452
0.0,1,0,2,Q12343,284
0.0,1,0,3,Q08278,222
0.0,1,0,4,Q2MJT0,495
0.0,1,1,2,B6DMK2,1205
0.0,1,0,4,Q5BGR2,791
0.0,1,0,0,O08574,370
0.0,1,0,1,P32389,672
0.0,1,0,0,Q9VUX2,1226
0.0,1,0,2,Q8TDZ2,1067
0.0,1,0,3,Q8SXD4,1122
0.0,1,1,2,Q9CA51,102
0.0,1,0,0,Q9H8M7,445
0.0,1,0,1,Q9VQ89,867
0.0,1,1,3,Q2V0Z5,238
0.0,1,0,2,Q9H081,205
0.0,1,0,3,O75030,526
0.0,1,0,4,P49185,411
0.0,1,0,1,Q20347,363
0.0,1,0,1,P24785,1293
0.0,1,1,0,F4JN26,1155
0.0,1,0,4,P08733,166
0.0,1,0,3,Q9UH92-2,214
0.0,1,0,3,Q9UH92-3,244
0.0,1,0,1,Q9UH92,298
0.0,1,0,0,Q06164,1454
0.0,1,0,1,P38257,691
0.0,1,0,2,Q61884,491
0.0,1,0,3,O14253,780
0.0,1,0,4,Q6AX31,660
0.0,1,0,0,P92204,280
0.0,1,0,4,Q9VIP0,602
0.0,1,0,1,H9BFW7,423
0.0,1,0,2,P21359,2839
0.0,1,0,3,O94916,1531
0.0,1,0,4,P11633,99
0.0,1,1,1,Q9LKW9,1146
0.0,1,0,0,Q12129,218
0.0,1,0,0,Q9C002,83
0.0,1,0,4,P47149,201
0.0,1,0,0,Q9ULX3,412
0.0,1,0,1,Q07896,663
0.0,1,0,2,O44411,681
0.0,1,0,2,Q02892,647
0.0,1,0,3,Q8BG17,217
0.0,1,0,4,O60936-1,219
0.0,1,0,4,O60936,208
0.0,1,0,0,Q9H6R4,1146
0.0,1,0,3,Q9Y3C1,178
0.0,1,0,1,O94268,608
0.0,1,0,3,O94514,497
0.0,1,0,3,Q12499,511
0.0,1,0,4,O14310,933
0.0,1,0,0,P22211,790
0.0,1,0,1,Q13133,447
0.0,1,0,4,Q60641,488
0.0,1,0,2,Q86WQ0,139
0.0,1,0,0,Q64104,385
0.0,1,0,1,Q9Y5X4,410
0.0,1,0,4,P26359,993
0.0,1,0,4,Q920Q6,346
0.0,1,1,0,Q6Z401,530
0.0,1,0,1,O94328,141
0.0,1,0,1,O74389,406
0.0,1,1,4,Q9MAB9,117
0.0,1,1,4,Q8LCS8,124
0.0,1,1,0,Q9LSD8,120
0.0,1,1,0,Q8GWJ6,119
0.0,1,0,2,O94275,807
0.0,1,0,4,O60072,1935
0.0,1,1,1,Q9M8K6,202
0.0,1,0,0,Q91197,623
0.0,1,1,3,Q94FL7,523
0.0,1,1,1,Q9C7U7,282
0.0,1,1,2,Q9FDW1,305
0.0,1,1,3,Q6R0C4,249
0.0,1,0,2,P51960,751
0.0,1,1,0,O22210,248
0.0,1,0,0,P07313,608
0.0,1,1,3,F4HWY6,1529
0.0,1,0,1,Q9ERC1,1912
0.0,1,0,2,P36006,1272
0.0,1,0,3,O74805,1471
0.0,1,0,4,P70569,1846
0.0,1,0,4,P22816,332
0.0,1,0,0,A2ABU4,1439
0.0,1,0,1,O60237,982
0.0,1,0,0,Q12387,796
0.0,1,0,0,Q5VZE5,725
0.0,1,1,4,Q9LPI7,358
0.0,1,1,0,Q10S65,316
0.0,1,1,4,Q75HE5,316
0.0,1,1,0,Q2RB33,359
0.0,1,1,1,O49459,305
0.0,1,0,0,Q4KL25,219
0.0,1,1,3,Q9XIN0,650
0.0,1,0,1,P29674,403
0.0,1,1,1,Q6R0H1,645
0.0,1,0,1,Q21446,539
0.0,1,0,1,P92186,227
0.0,1,0,3,G5EDT1,961
0.0,1,0,0,Q2Q1W2,868
0.0,1,0,4,B2D6M2,612
0.0,1,0,0,G5EDW7,386
0.0,1,0,4,P29536,600
0.0,1,0,1,Q6P5Q4,547
0.0,1,0,3,Q6ZMQ8,1374
0.0,1,0,1,P43586,204
0.0,1,1,4,Q704V3,163
0.0,1,0,4,P39655,663
0.0,1,1,2,O22975,418
0.0,1,0,0,Q9P2M1,347
0.0,1,0,3,Q8K3W2,274
0.0,1,0,0,Q96CN5,670
0.0,1,0,1,Q54AX5,510
0.0,1,0,3,Q6UWE0,723
0.0,1,0,4,Q8BUI3,648
0.0,1,0,2,Q9VW97,890
0.0,1,1,3,O82268,219
0.0,1,0,4,P62312,80
0.0,1,0,0,Q04781,1562
0.0,1,0,4,Q07508,261
0.0,1,0,1,O14220,344
0.0,1,0,2,Q9HE09,783
0.0,1,0,3,P33441,392
0.0,1,1,0,Q9SGU9,441
0.0,1,0,2,Q6AYL6,568
0.0,1,0,3,Q9CQ86,115
0.0,1,0,4,Q9UUB5,329
0.0,1,0,0,Q09591,1244
0.0,1,0,4,Q9Z2A6,547
0.0,1,1,0,Q9ZRV4,737
0.0,1,0,0,P40692,756
0.0,1,1,2,Q7X6Y7,704
0.0,1,0,1,Q86B87,610
0.0,1,0,2,P53102,219
0.0,1,0,4,Q9UTI4,172
0.0,1,1,3,Q9FHI1,215
0.0,1,0,4,O74558,244
0.0,1,0,0,O95396,460
0.0,1,1,0,Q9M658,2001
0.0,1,1,1,F4KAF2,800
0.0,1,1,1,F4JRS4,707
0.0,1,1,0,Q4PT37,336
0.0,1,0,1,P29595,81
0.0,1,0,4,P51954,1203
0.0,1,0,3,Q9H3P2,528
0.0,1,0,4,O08750,462
0.0,1,1,2,Q69J40,224
0.0,1,0,1,Q96IV0,654
0.0,1,0,1,Q9H9Q4,299
0.0,1,0,2,O17898,443
0.0,1,0,2,Q9BZQ8,928
0.0,1,1,0,Q6Z869,412
0.0,1,1,1,Q9SV55,425
0.0,1,1,4,Q6Z2T3,298
0.0,1,0,4,Q86WB0,502
0.0,1,0,1,Q6KC79,2804
0.0,1,0,2,Q12493,238
0.0,1,0,3,O15226,690
0.0,1,0,4,P42586,273
0.0,1,0,2,Q01560,414
0.0,1,0,3,Q9NZM5,478
0.0,1,0,3,Q12460,504
0.0,1,1,2,F4I1T7,1819
0.0,1,0,4,Q8BMA5,1420
0.0,1,0,1,Q80W85,207
0.0,1,0,3,P05982,274
0.0,1,1,1,Q9LK88,196
0.0,1,0,2,Q14995,579
0.0,1,0,4,O75469,434
0.0,1,0,1,Q9QXZ7,395
0.0,1,0,1,Q9P8P7,267
0.0,1,0,4,Q0MW30,546
0.0,1,0,0,Q08972,1196
0.0,1,0,2,D3ZGX1,1517
0.0,1,0,3,Q92021,609
0.0,1,0,4,Q8NEJ9,315
0.0,1,0,3,P33420,868
0.0,1,0,1,Q9NQR4,276
0.0,1,0,0,Q5SZT7,395
0.0,1,0,3,P26718,216
0.0,1,0,3,Q9HAN9,279
0.0,1,1,3,Q6AT41,451
0.0,1,0,0,P36003,928
0.0,1,0,4,Q9ULP0,352
0.0,1,0,4,Q91ZP9,389
0.0,1,0,3,Q8NHV4,660
0.0,1,0,4,Q969S2,332
0.0,1,0,0,Q8K203,606
0.0,1,0,3,G5EFM9,302
0.0,1,0,2,Q9Y113,594
0.0,1,0,1,Q92979,244
0.0,1,1,1,P0CV94,519
0.0,1,1,1,P0DMS1,947
0.0,1,0,1,Q0E671,430
0.0,1,0,4,Q99KK2,432
0.0,1,0,0,O76050,574
0.0,1,0,0,Q9UQ49,428
0.0,1,0,2,Q5QGS0,1516
0.0,1,1,1,Q9SY59,1188
0.0,1,0,1,Q9JI78,651
0.0,1,0,4,Q9P7H0,154
0.0,1,1,4,Q9FNZ4,112
0.0,1,0,1,Q7PLI2,2077
0.0,1,0,3,Q8N5F7,415
0.0,1,0,2,Q06162,153
0.0,1,0,0,P50220,372
0.0,1,1,2,Q84TH9,959
0.0,1,0,1,Q66X22,1003
0.0,1,0,2,Q3UP24,1024
0.0,1,0,1,P53920,997
0.0,1,0,2,O60393,691
0.0,1,0,3,Q76FK4,1167
0.0,1,0,4,Q5C9Z4,860
0.0,1,0,0,Q9NZP6,1156
0.0,1,0,1,P97460,816
0.0,1,0,3,B0DOB4,1430
0.0,1,0,0,Q9UHB4,597
0.0,1,0,1,O76041-2,270
0.0,1,0,3,Q8BG18,352
0.0,1,0,4,Q7Z6G3,386
0.0,1,0,1,Q15843,81
0.0,1,1,2,Q9SV84,304
0.0,1,0,0,Q80TM9,1593
0.0,1,0,2,Q9NVX2,485
0.0,1,0,2,P25382,515
0.0,1,0,2,Q8NA29,543
0.0,1,0,1,O13824,1049
0.0,1,0,4,P53742,486
0.0,1,0,1,Q6Q547,58
0.0,1,0,0,Q08208,459
0.0,1,0,1,P53317,196
0.0,1,0,3,Q8IVI9-3,428
0.0,1,0,4,O75607,178
0.0,1,0,3,Q1HTZ9,198
0.0,1,0,0,P06748,294
0.0,1,0,3,Q9JHR9,270
0.0,1,1,3,O82811,530
0.0,1,1,3,Q9LPV5,502
0.0,1,0,4,O95478,260
0.0,1,0,0,Q8WV22,266
0.0,1,0,1,Q9Y7U4,328
0.0,1,0,2,P38830,627
0.0,1,1,3,F4JI44,913
0.0,1,0,2,Q8CFI0,1004
0.0,1,0,3,Q9VVI3,1007
0.0,1,0,0,Q8TAT5,605
0.0,1,1,2,Q6YY75,534
0.0,1,0,4,O01775,357
0.0,1,0,4,Q8T062-2,978
0.0,1,0,0,O42980,420
0.0,1,0,3,P47035,1189
0.0,1,0,4,A8MQ27,555
0.0,1,0,4,Q8NFW8,434
0.0,1,0,1,Q96JN8,1562
0.0,1,0,0,O97859,428
0.0,1,0,2,P12036,1026
0.0,1,0,1,Q9USU8,551
0.0,1,0,4,P32495,156
0.0,1,0,4,Q9JIL4,519
0.0,1,0,2,Q9ESN0,937
0.0,1,0,2,Q8R1F1,749
0.0,1,0,3,Q9GZT8,377
0.0,1,1,0,F4IDQ6,1576
0.0,1,1,4,Q9FNZ5,142
0.0,1,0,4,Q9Y2I6,1382
0.0,1,0,4,Q61043,2113
0.0,1,0,0,Q9Y221,180
0.0,1,0,1,Q6KCD5,2798
0.0,1,0,3,O54709,232
0.0,1,0,0,P14743,455
0.0,1,0,2,Q9ESX4,241
0.0,1,0,3,O94288,747
0.0,1,0,4,Q99207,810
0.0,1,0,1,C3ZQF9,380
0.0,1,1,1,Q9ZQZ6,263
0.0,1,0,2,P29762,137
0.0,1,0,0,P10862,487
0.0,1,0,3,O60216,631
0.0,1,1,2,Q9LE82,535
0.0,1,0,1,Q9EP71,979
0.0,1,0,2,Q8BHL4,356
0.0,1,1,4,P41917,221
0.0,1,0,4,Q8NDT2,890
0.0,1,0,0,Q5ABZ2,534
0.0,1,0,3,Q9Y3P9,1069
0.0,1,0,0,Q5U1Z0,1386
0.0,1,0,3,Q96LT9,517
0.0,1,0,1,Q6XE24,437
0.0,1,0,2,P38159,391
0.0,1,0,3,Q6ZRY4,209
0.0,1,0,2,P0DJD3,496
0.0,1,0,4,Q9VFP2,829
0.0,1,1,0,Q9XIB5,226
0.0,1,0,0,Q9BWE0,567
0.0,1,0,4,Q08237,289
0.0,1,0,0,Q6IP18,276
0.0,1,1,1,O82239,358
0.0,1,0,1,Q10164,1275
0.0,1,0,0,Q09697,777
0.0,1,0,1,Q75J96,1055
0.0,1,0,3,Q9Z2P4,137
0.0,1,0,2,Q9Y7U6,1334
0.0,1,0,1,O43665-2,167
0.0,1,1,2,A2XKG2,472
0.0,1,0,3,Q8N392,663
0.0,1,0,3,F6YCR7,232
0.0,1,0,0,O74945,1000
0.0,1,0,4,Q80WS1,387
0.0,1,0,4,Q8IUF8,465
0.0,1,0,1,P21672,869
0.0,1,0,0,P41805,221
0.0,1,0,2,P0CX54,165
0.0,1,0,0,Q12690,199
0.0,1,0,1,Q9P6P6,259
0.0,1,0,2,Q03441,430
0.0,1,0,3,Q5XI59,802
0.0,1,0,1,Q9NVW2,624
0.0,1,0,4,Q924T7,1066
0.0,1,0,0,O94941,541
0.0,1,0,2,O76064,485
0.0,1,0,3,Q05635,350
0.0,1,0,0,P10155,538
0.0,1,0,2,Q63644,1369
0.0,1,1,4,Q93ZY2,548
0.0,1,1,1,Q9LV40,523
0.0,1,1,2,Q9CA89,515
0.0,1,0,4,P10964,1664
0.0,1,0,1,Q76KJ5,399
0.0,1,0,2,Q9GZS1,419
0.0,1,0,3,P08775,1970
0.0,1,0,0,P36121,282
0.0,1,0,2,O15318,223
0.0,1,0,4,Q16518,533
0.0,1,0,4,P0CU17,443
0.0,1,0,0,P51449,518
0.0,1,1,2,Q9SHL7,933
0.0,1,0,1,Q9H9Y6,1135
0.0,1,0,2,P47006,233
0.0,1,0,3,P46669,326
0.0,1,0,4,Q01080,415
0.0,1,0,2,P19388,210
0.0,1,0,2,P20436,146
0.0,1,0,2,Q9VEA5,139
0.0,1,1,4,Q9FMF5,746
0.0,1,0,3,Q12532,1038
0.0,1,1,0,Q8L840,1188
0.0,1,0,3,O14013,556
0.0,1,0,4,P40992,514
0.0,1,0,0,Q04031,235
0.0,1,0,1,P27864,679
0.0,1,0,2,Q9P6P2,265
0.0,1,1,3,F4J8K6,1920
0.0,1,0,4,Q05022,1729
0.0,1,0,1,Q08745,105
0.0,1,0,2,P0CX47,156
0.0,1,0,0,P38786,293
0.0,1,0,4,Q9BUL9,199
0.0,1,0,3,Q9USN8,1021
0.0,1,0,1,Q92766,1687
0.0,1,0,2,Q10257,318
0.0,1,0,4,O59678,166
0.0,1,0,3,P40470,206
0.0,1,0,2,P48589,143
0.0,1,0,4,P07281,144
0.0,1,1,1,Q0J235,532
0.0,1,0,4,P51448,523
0.0,1,0,0,P10181,350
0.0,1,0,1,Q9C106,591
0.0,1,0,2,P36160,344
0.0,1,0,2,P39956,796
0.0,1,0,3,O94444,243
0.0,1,0,0,O43082,233
0.0,1,0,1,Q06511,250
0.0,1,0,3,O74835,1690
0.0,1,0,3,Q10146,777
0.0,1,0,4,O43159,456
0.0,1,0,1,Q9H633,154
0.0,1,0,2,Q9JJ72,109
0.0,1,0,4,Q05468,723
0.0,1,0,2,O14279,154
0.0,1,1,0,Q9C5J3,946
0.0,1,0,1,P38204,145
0.0,1,0,0,B2RS91,656
0.0,1,0,1,Q02983,363
0.0,1,0,4,Q5JTH9,1297
0.0,1,0,1,Q9UTD7,205
0.0,1,0,3,Q96EU6,259
0.0,1,0,4,Q12481,300
0.0,1,0,1,P0CX56,146
0.0,1,0,0,Q9NQG5,326
0.0,1,0,1,Q04712,507
0.0,1,0,0,Q9NYV6,651
0.0,1,0,2,P53437,365
0.0,1,0,4,P0C0T4,108
0.0,1,0,1,Q6QAT1,69
0.0,1,0,2,Q01855,142
0.0,1,0,3,P0CX51,143
0.0,1,0,0,P0C0W1,130
0.0,1,0,1,P0CX32,135
0.0,1,0,2,P62273,56
0.0,1,0,1,O94438,252
0.0,1,0,1,P23248,255
0.0,1,1,4,P92965,350
0.0,1,0,0,P62241,208
0.0,1,0,4,Q09757,191
0.0,1,0,3,Q10204,250
0.0,1,0,4,P36080,434
0.0,1,0,2,P05756,151
0.0,1,0,3,P0CX30,145
0.0,1,0,4,O74172,88
0.0,1,0,4,P39939,119
0.0,1,0,3,P0CX33,63
0.0,1,0,4,P0CX35,261
0.0,1,0,0,P0CX40,200
0.0,1,0,4,P46781,194
0.0,1,0,0,O74964,803
0.0,1,0,1,Q06488,889
0.0,1,0,2,Q96T23,1441
0.0,1,0,3,Q9Y7L8,292
0.0,1,0,3,Q9P546,287
0.0,1,0,3,Q05543,409
0.0,1,0,4,Q07794,436
0.0,1,0,0,O94667,560
0.0,1,0,1,O13829,261
0.0,1,0,2,Q9USX8,239
0.0,1,0,3,P08579,225
0.0,1,0,4,P22814,510
0.0,1,0,3,Q6R6I6,758
0.0,1,0,0,P28702,533
0.0,1,0,4,Q07458,294
0.0,1,0,1,P23297,94
0.0,1,0,1,P50115,89
0.0,1,0,2,P09661,255
0.0,1,1,4,F4JY37,1366
0.0,1,0,4,Q96S37,553
0.0,1,0,0,Q9UGH3,650
0.0,1,0,0,P31646,602
0.0,1,0,0,Q12136,610
0.0,1,0,1,P34218,831
0.0,1,0,0,Q6UVJ0,657
0.0,1,0,3,P39735,261
0.0,1,0,4,Q8IYX7,474
0.0,1,0,1,A0PJK1,596
0.0,1,0,2,Q01959,620
0.0,1,0,0,O35316,621
0.0,1,0,4,Q12158,566
0.0,1,1,2,O82265,1098
0.0,1,0,0,Q9Y6X3,613
0.0,1,0,1,P40090,624
0.0,1,0,2,O74452,561
0.0,1,0,2,P34706,2150
0.0,1,0,4,A2AIW0,432
0.0,1,0,2,Q80UF4,717
0.0,1,0,3,Q6IQ49,451
0.0,1,0,4,P38314,527
0.0,1,0,3,Q04279,960
0.0,1,0,4,O13900,481
0.0,1,0,1,Q96ER3,474
0.0,1,0,2,P46674,1301
0.0,1,0,1,Q9VEX9,150
0.0,1,0,0,Q86DA5,1000
0.0,1,0,3,Q9JLI8,962
0.0,1,0,2,P34402,808
0.0,1,0,4,Q04003,481
0.0,1,0,4,Q9VAC8,472
0.0,1,1,2,Q9FJG1,90
0.0,1,1,1,B7F8P5,171
0.0,1,1,4,Q9SGU2,110
0.0,1,0,0,Q9XT49,630
0.0,1,0,3,Q9Y345,797
0.0,1,0,0,Q6DID3,1268
0.0,1,0,1,Q99590,1463
0.0,1,0,2,Q04002,1493
0.0,1,1,3,O23210,486
0.0,1,1,0,Q9SNB8,583
0.0,1,1,4,Q2QYF3,660
0.0,1,1,2,Q9LPW3,450
0.0,1,0,3,Q96KG9-6,787
0.0,1,0,4,Q9H7L9,328
0.0,1,0,1,Q9UTE3,620
0.0,1,0,2,Q00416,2231
0.0,1,0,0,G5EC37,702
0.0,1,0,1,P28661,478
0.0,1,0,2,Q6GLZ5,425
0.0,1,0,3,Q9UPS6,1966
0.0,1,0,3,Q5LJZ2,1641
0.0,1,0,4,G5EEU2,714
0.0,1,0,0,Q18221,1507
0.0,1,0,3,Q9Y7Q6,147
0.0,1,0,1,E9Q5F9,2537
0.0,1,0,2,Q13435,895
0.0,1,0,4,Q8BP27,319
0.0,1,0,0,Q8C8M1,221
0.0,1,0,4,Q9NR46,395
0.0,1,1,2,Q9FEN9,228
0.0,1,0,1,Q10021,208
0.0,1,1,0,Q01657,459
0.0,1,0,0,P39940,809
0.0,1,0,1,P53330,157
0.0,1,0,1,Q12108,567
0.0,1,0,2,Q03369,159
0.0,1,0,2,Q9BLB6,253
0.0,1,0,2,Q03940,463
0.0,1,1,1,Q8RWN5,310
0.0,1,0,2,Q8K0H1,567
0.0,1,0,1,Q9NWF4,448
0.0,1,0,1,B5MEV3,450
0.0,1,0,4,P43612,1002
0.0,1,1,2,F4JAU2,1697
0.0,1,0,3,Q9UBE0,346
0.0,1,0,0,P83783,450
0.0,1,0,4,Q99314,248
0.0,1,0,0,P40541,1150
0.0,1,0,1,Q12334,223
0.0,1,0,3,P04775,2005
0.0,1,0,3,Q9JJV9,2019
0.0,1,0,3,Q9WTU3,1978
0.0,1,1,3,Q9M2E2,296
0.0,1,0,3,P40505,327
0.0,1,0,1,Q9UUI5,926
0.0,1,0,3,A6H687,427
0.0,1,0,4,O74517,278
0.0,1,0,4,A6QLP2,611
0.0,1,0,0,Q9Y3Z3,626
0.0,1,0,1,P38429,201
0.0,1,0,0,Q9P7L8,217
0.0,1,0,1,Q9BW04,601
0.0,1,1,1,Q8S895,323
0.0,1,1,1,Q8W2B8,355
0.0,1,0,3,Q9UPW6,733
0.0,1,1,4,Q9SA49,147
0.0,1,0,4,A8JUV0,1653
0.0,1,0,3,O94672,765
0.0,1,0,1,Q9NY91,659
0.0,1,0,4,Q8K299,491
0.0,1,0,0,Q19555,1096
0.0,1,1,3,Q9FHZ1,405
0.0,1,1,0,Q9CAN3,658
0.0,1,1,1,Q9SN22,410
0.0,1,0,2,Q9JLI6,432
0.0,1,0,4,Q8WTV0,552
0.0,1,0,1,Q03323,175
0.0,1,0,3,F1SR90,190
0.0,1,0,1,Q9U263,1645
0.0,1,0,1,O44498,1623
0.0,1,0,3,Q32KD2,1262
0.0,1,0,4,Q96T68,719
0.0,1,0,0,Q91WC0,594
0.0,1,0,3,Q5XJV7,1441
0.0,1,0,2,Q53H47,684
0.0,1,0,3,O75533,1304
0.0,1,0,4,Q15393,1217
0.0,1,0,4,Q15427,424
0.0,1,0,0,P35735,353
0.0,1,0,4,Q12314,213
0.0,1,0,0,P53064,558
0.0,1,0,0,Q86VV8,2226
0.0,1,1,2,Q42404,427
0.0,1,0,2,Q9VH07,456
0.0,1,0,2,Q12464,471
0.0,1,0,3,Q9HBX9,757
0.0,1,0,1,G4WMX4,367
0.0,1,0,1,P50116,113
0.0,1,0,1,Q8N1F8,1088
0.0,1,0,1,P59158,1002
0.0,1,0,4,Q7YRU6,1106
0.0,1,0,0,Q9BXP2,914
0.0,1,0,0,Q0VGW6,899
0.0,1,0,1,Q86WA9,606
0.0,1,0,2,O54698,457
0.0,1,0,1,Q9UHR5,308
0.0,1,0,4,Q8TBE7,412
0.0,1,0,0,Q9H2H9,487
0.0,1,0,0,Q9JM15,485
0.0,1,0,1,Q8CFE6,504
0.0,1,0,1,Q969I6,547
0.0,1,0,2,G3UVW3,457
0.0,1,0,4,Q5DTL9,1118
0.0,1,0,2,Q9VWQ2,483
0.0,1,0,2,P40847,254
0.0,1,1,4,Q9C9T2,451
0.0,1,1,4,O64538,134
0.0,1,0,2,P51143,615
0.0,1,0,2,P27922,693
0.0,1,0,2,P23977,619
0.0,1,0,0,Q60857,630
0.0,1,0,3,P58295,799
0.0,1,0,0,Q63623,1268
0.0,1,1,2,Q9C6X2,264
0.0,1,0,3,O13816,962
0.0,1,0,0,Q9D2X5,619
0.0,1,0,3,P0DPB3,487
0.0,1,0,3,Q99250,2005
0.0,1,0,3,O88420,1978
0.0,1,0,3,Q15858,1988
0.0,1,0,3,Q9EQC5,806
0.0,1,0,0,Q9NVU7,687
0.0,1,0,1,O74861,109
0.0,1,0,2,Q9DCP2,505
0.0,1,0,2,Q96FL8,570
0.0,1,0,4,Q80ZA5,1117
0.0,1,0,1,Q9HAB3,445
0.0,1,0,1,Q4FZU9,463
0.0,1,0,0,Q9NSD5,602
0.0,1,0,2,P43589,448
0.0,1,0,4,Q5K651,1589
0.0,1,0,0,Q7ZVT3,627
0.0,1,0,0,Q80UK7,654
0.0,1,1,0,F4I1H5,141
0.0,1,0,0,P38814,852
0.0,1,0,2,P23975,617
0.0,1,0,2,Q61327,619
0.0,1,0,2,P51905,622
0.0,1,1,2,O48791,496
0.0,1,1,2,Q9M5P2,289
0.0,1,1,3,Q9XE58,769
0.0,1,1,0,Q9FL03,584
0.0,1,1,0,Q9SCR0,542
0.0,1,1,0,A0A024B7I0,588
0.0,1,0,1,Q96NL6,688
0.0,1,0,3,P15390,1840
0.0,1,0,3,Q9UQD0,1980
0.0,1,0,3,Q62205,1984
0.0,1,0,3,D0E0C2,1553
0.0,1,0,2,Q08873,200
0.0,1,0,1,Q4H4B6,1724
0.0,1,0,1,Q14160,1630
0.0,1,0,3,Q8X1T0,201
0.0,1,0,4,O94598,815
0.0,1,0,3,Q9BSV6,310
0.0,1,0,4,Q9H4L4,574
0.0,1,0,2,Q9DE33,356
0.0,1,0,2,O55131,436
0.0,1,0,0,Q9UHD8,586
0.0,1,0,1,Q54HS3,1486
0.0,1,0,3,P32905,252
0.0,1,0,3,Q9Y815,637
0.0,1,0,1,Q99LF4,505
0.0,1,0,4,Q9UUI6,466
0.0,1,0,2,Q12751,981
0.0,1,0,0,Q08963,238
0.0,1,0,1,Q8R4C2,606
0.0,1,0,3,Q8N2Y8,1516
0.0,1,0,2,P38255,430
0.0,1,1,1,O22703,292
0.0,1,0,1,P55017,1021
0.0,1,0,4,Q9WVL3,1083
0.0,1,0,0,Q8WWT9,602
0.0,1,0,4,Q9NSA0,550
0.0,1,0,4,Q9R155,780
0.0,1,0,2,Q5I0E9,566
0.0,1,0,3,Q9CTN5,574
0.0,1,0,4,Q9JI13,469
0.0,1,1,4,Q42538,312
0.0,1,0,0,Q9MYX0,630
0.0,1,0,0,Q54XY4,1582
0.0,1,1,2,Q7XJM8,640
0.0,1,1,3,O81316,558
0.0,1,0,3,P35498,2009
0.0,1,0,3,P35499,1836
0.0,1,0,3,P02719,1820
0.0,1,0,0,P51172,802
