,ID,Kingdom,Type,Partition,CS
4474,A8IF44,1,NO_SP,0,0
4475,A8IH47,1,NO_SP,1,0
4476,Q9BUN5,1,NO_SP,0,0
4477,Q6PDY0,1,NO_SP,1,0
4478,Q8IYE1,1,NO_SP,1,0
4479,Q8K2Y9,1,NO_SP,3,0
4480,A7E2U8,1,NO_SP,0,0
4481,Q99741,1,NO_SP,1,0
4482,Q9FGW5,1,NO_SP,0,0
4483,Q16667,1,NO_SP,3,0
4484,Q9SGS4,1,NO_SP,0,0
4485,P30429,1,NO_SP,4,0
4486,Q6XXM1,1,NO_SP,0,0
4487,A8J666,1,NO_SP,1,0
4488,D4P3R7,1,NO_SP,3,0
4489,Q9D915,1,NO_SP,4,0
4490,Q96CT7,1,NO_SP,0,0
4491,Q86Z20,1,NO_SP,0,0
4492,O49675,1,NO_SP,1,0
4493,P20248,1,NO_SP,2,0
4494,Q6NLQ6,1,NO_SP,2,0
4495,Q9C0D2,1,NO_SP,3,0
4496,Q5FWP9,1,NO_SP,4,0
4497,Q9USR9,1,NO_SP,3,0
4498,Q6IPU0,1,NO_SP,4,0
4499,Q96LK0,1,NO_SP,1,0
4500,Q99NF3,1,NO_SP,2,0
4501,Q9UNH5,1,NO_SP,3,0
4502,Q1T7F1,1,NO_SP,1,0
4503,Q66KE8,1,NO_SP,3,0
4504,Q9VP22,1,NO_SP,3,0
4505,Q3MJK5,1,NO_SP,0,0
4506,Q9P2H0,1,NO_SP,2,0
4507,P39525,1,NO_SP,3,0
4508,Q90ZF9,1,NO_SP,4,0
4509,Q9HC77,1,NO_SP,0,0
4510,A8MT69,1,NO_SP,1,0
4511,Q9C0F1,1,NO_SP,2,0
4512,Q8NHQ1,1,NO_SP,4,0
4513,Q96GE4,1,NO_SP,0,0
4514,Q9SVM9,1,NO_SP,2,0
4515,P49450,1,NO_SP,3,0
4516,Q1T763,1,NO_SP,4,0
4517,E1BSW7,1,NO_SP,0,0
4518,F1NPG5,1,NO_SP,1,0
4519,Q4V8G7,1,NO_SP,2,0
4520,Q8CEE0,1,NO_SP,3,0
4521,Q9P209,1,NO_SP,4,0
4522,O80504,1,NO_SP,2,0
4523,Q96JM3,1,NO_SP,3,0
4524,Q9Y6H1,1,NO_SP,4,0
4525,B6ZLK2,1,NO_SP,0,0
4526,P38907,1,NO_SP,1,0
4527,Q9UQN3,1,NO_SP,2,0
4528,Q8WUX9,1,NO_SP,3,0
4529,O94614,1,NO_SP,0,0
4530,P30622,1,NO_SP,0,0
4531,O55156,1,NO_SP,3,0
4532,Q9BWC9,1,NO_SP,1,0
4533,Q8IX12,1,NO_SP,2,0
4534,Q8LIY8,1,NO_SP,3,0
4535,Q53HC0,1,NO_SP,0,0
4536,Q9H0W5,1,NO_SP,1,0
4537,Q9N5U5,1,NO_SP,3,0
4538,Q69YH5,1,NO_SP,1,0
4539,Q6P2H3,1,NO_SP,2,0
4540,Q8RWG2,1,NO_SP,4,0
4541,Q06632,1,NO_SP,1,0
4542,P53188,1,NO_SP,2,0
4543,Q9HCK8,1,NO_SP,3,0
4544,Q6PII3,1,NO_SP,4,0
4545,Q810U5,1,NO_SP,1,0
4546,P43449,1,NO_SP,1,0
4547,P36589,1,NO_SP,1,0
4548,Q13042,1,NO_SP,2,0
4549,Q9CPY4,1,NO_SP,0,0
4550,P45968,1,NO_SP,1,0
4551,A7XN92,1,NO_SP,3,0
4552,Q14839,1,NO_SP,0,0
4553,Q6UPE0,1,NO_SP,2,0
4554,O42955,1,NO_SP,0,0
4555,Q12834,1,NO_SP,0,0
4556,P53684,1,NO_SP,4,0
4557,Q7XJR9,1,NO_SP,2,0
4558,Q9I9A7,1,NO_SP,4,0
4559,Q76N32,1,NO_SP,0,0
4560,A0CDD4,1,NO_SP,2,0
4561,A8ICS9,1,NO_SP,4,0
4562,F4JVH1,1,NO_SP,0,0
4563,O74733,1,NO_SP,1,0
4564,Q8N865,1,NO_SP,4,0
4565,Q8C6L5,1,NO_SP,0,0
4566,E1BC52,1,NO_SP,3,0
4567,Q96EP1,1,NO_SP,4,0
4568,Q9SW18,1,NO_SP,2,0
4569,Q9CA67,1,NO_SP,1,0
4570,Q96GV9,1,NO_SP,1,0
4571,Q8STE5,1,NO_SP,3,0
4572,P07199,1,NO_SP,4,0
4573,Q9CQA0,1,NO_SP,2,0
4574,Q9Y592,1,NO_SP,4,0
4575,Q8TD26,1,NO_SP,1,0
4576,Q9P2D1,1,NO_SP,2,0
4577,Q9ZUL5,1,NO_SP,3,0
4578,D3Z3K2,1,NO_SP,0,0
4579,Q38872,1,NO_SP,2,0
4580,Q8AYS7,1,NO_SP,0,0
4581,Q2Z1W2,1,NO_SP,1,0
4582,Q23H79,1,NO_SP,2,0
4583,F4J2U9,1,NO_SP,0,0
4584,Q86WJ1,1,NO_SP,1,0
4585,E9PZM4,1,NO_SP,2,0
4586,Q8TDI0,1,NO_SP,4,0
4587,Q9LI74,1,NO_SP,0,0
4588,Q9Z2N6,1,NO_SP,1,0
4589,Q8IYA6,1,NO_SP,1,0
4590,Q2R1U8,1,NO_SP,2,0
4591,Q99675,1,NO_SP,4,0
4592,O65282,1,NO_SP,1,0
4593,F4I902,1,NO_SP,4,0
4594,O42636,1,NO_SP,0,0
4595,O13833,1,NO_SP,1,0
4596,Q9LQF2,1,NO_SP,4,0
4597,Q8R0W1,1,NO_SP,1,0
4598,Q9M7X9,1,NO_SP,0,0
4599,Q19972,1,NO_SP,2,0
4600,Q569M3,1,NO_SP,4,0
4601,Q03188,1,NO_SP,0,0
4602,Q5JTW2,1,NO_SP,1,0
4603,Q8IW35,1,NO_SP,2,0
4604,A8IRK7,1,NO_SP,4,0
4605,Q8CGS4,1,NO_SP,2,0
4606,Q9LQI7,1,NO_SP,4,0
4607,Q9U1H0,1,NO_SP,0,0
4608,Q9BW66,1,NO_SP,4,0
4609,P43635,1,NO_SP,3,0
4610,P55273,1,NO_SP,0,0
4611,Q8TCT0,1,NO_SP,4,0
4612,Q95Y36,1,NO_SP,0,0
4613,Q9STS7,1,NO_SP,1,0
4614,F4K128,1,NO_SP,2,0
4615,Q7XYS8,1,NO_SP,3,0
4616,Q9CY57,1,NO_SP,4,0
4617,Q9SR06,1,NO_SP,3,0
4618,Q0E3C8,1,NO_SP,1,0
4619,Q9H078,1,NO_SP,3,0
4620,Q9SAA2,1,NO_SP,4,0
4621,Q9SX29,1,NO_SP,0,0
4622,Q9JHS4,1,NO_SP,1,0
4623,O13881,1,NO_SP,2,0
4624,Q564K3,1,NO_SP,0,0
4625,P38170,1,NO_SP,1,0
4626,Q93WX6,1,NO_SP,2,0
4627,A9ZSY0,1,NO_SP,3,0
4628,Q7Z7A1,1,NO_SP,4,0
4629,Q39055,1,NO_SP,0,0
4630,Q13057,1,NO_SP,1,0
4631,D4A770,1,NO_SP,3,0
4632,P11442,1,NO_SP,4,0
4633,Q8VYJ7,1,NO_SP,2,0
4634,Q94B60,1,NO_SP,3,0
4635,Q9FK07,1,NO_SP,4,0
4636,P38323,1,NO_SP,0,0
4637,Q9UAS6,1,NO_SP,1,0
4638,Q06156,1,NO_SP,2,0
4639,Q8N137,1,NO_SP,4,0
4640,Q3E823,1,NO_SP,4,0
4641,Q9UTN3,1,NO_SP,0,0
4642,O59792,1,NO_SP,3,0
4643,P09496,1,NO_SP,4,0
4644,Q5K131,1,NO_SP,0,0
4645,Q9SXJ6,1,NO_SP,1,0
4646,Q9S834,1,NO_SP,2,0
4647,Q16740,1,NO_SP,3,0
4648,Q8LB10,1,NO_SP,4,0
4649,Q5EBM0,1,NO_SP,0,0
4650,P20482,1,NO_SP,2,0
4651,P53865,1,NO_SP,1,0
4652,Q10239,1,NO_SP,2,0
4653,Q10306,1,NO_SP,4,0
4654,Q96JB5,1,NO_SP,1,0
4655,P53264,1,NO_SP,3,0
4656,Q8R4N0,1,NO_SP,3,0
4657,Q8IY22,1,NO_SP,4,0
4658,Q8N3K9,1,NO_SP,0,0
4659,A5YKK6,1,NO_SP,1,0
4660,Q9SJH7,1,NO_SP,4,0
4661,Q9LF37,1,NO_SP,0,0
4662,Q8L770,1,NO_SP,1,0
4663,Q96DG6,1,NO_SP,2,0
4664,B0K012,1,NO_SP,1,0
4665,Q8IYT2,1,NO_SP,2,0
4666,Q9NWQ9,1,NO_SP,3,0
4667,P43618,1,NO_SP,4,0
4668,O02039,1,NO_SP,0,0
4669,Q12873,1,NO_SP,4,0
4670,Q921W0,1,NO_SP,0,0
4671,Q9H444,1,NO_SP,2,0
4672,Q9SIW2,1,NO_SP,3,0
4673,O80990,1,NO_SP,4,0
4674,Q9Z309,1,NO_SP,0,0
4675,Q9M297,1,NO_SP,1,0
4676,Q03690,1,NO_SP,2,0
4677,Q86XI2,1,NO_SP,4,0
4678,O42637,1,NO_SP,0,0
4679,P0C7P0,1,NO_SP,1,0
4680,Q9MV14,1,NO_SP,0,0
4681,Q9SXJ7,1,NO_SP,1,0
4682,Q67Y99,1,NO_SP,3,0
4683,Q8GW78,1,NO_SP,4,0
4684,Q9Y471,1,NO_SP,0,0
4685,Q9Y232,1,NO_SP,1,0
4686,O60308,1,NO_SP,2,0
4687,Q8TEP8,1,NO_SP,3,0
4688,Q6A078,1,NO_SP,0,0
4689,P55217,1,NO_SP,1,0
4690,Q8WYQ3,1,NO_SP,2,0
4691,Q7KU24,1,NO_SP,3,0
4692,P40201,1,NO_SP,1,0
4693,Q3L8U1,1,NO_SP,2,0
4694,Q9H3J6,1,NO_SP,4,0
4695,Q9XJ36,1,NO_SP,0,0
4696,Q9HAW4,1,NO_SP,1,0
4697,Q9C6P3,1,NO_SP,3,0
4698,Q7TSG1,1,NO_SP,0,0
4699,O94986,1,NO_SP,1,0
4700,Q8N884,1,NO_SP,3,0
4701,Q95YF3,1,NO_SP,4,0
4702,Q9HEQ8,1,NO_SP,0,0
4703,P34893,1,NO_SP,1,0
4704,Q9LU68,1,NO_SP,2,0
4705,Q9DA19,1,NO_SP,3,0
4706,Q96M02,1,NO_SP,1,0
4707,Q3E7A9,1,NO_SP,2,0
4708,O13525,1,NO_SP,3,0
4709,P27697,1,NO_SP,1,0
4710,Q55E54,1,NO_SP,3,0
4711,P38824,1,NO_SP,4,0
4712,Q9VUF8,1,NO_SP,1,0
4713,Q8LL04,1,NO_SP,3,0
4714,Q02910,1,NO_SP,4,0
4715,Q9SAF6,1,NO_SP,1,0
4716,Q8VHK2,1,NO_SP,4,0
4717,F4HVG8,1,NO_SP,0,0
4718,Q96242,1,NO_SP,0,0
4719,Q91XJ0,1,NO_SP,1,0
4720,Q9FK12,1,NO_SP,2,0
4721,P97784,1,NO_SP,3,0
4722,P40229,1,NO_SP,0,0
4723,G5ECW5,1,NO_SP,1,0
4724,B2RX88,1,NO_SP,2,0
4725,O43310,1,NO_SP,4,0
4726,F4KHG6,1,NO_SP,1,0
4727,P87238,1,NO_SP,2,0
4728,O14161,1,NO_SP,3,0
4729,Q9CXW3,1,NO_SP,2,0
4730,P43254,1,NO_SP,3,0
4731,P97478,1,NO_SP,4,0
4732,O13850,1,NO_SP,1,0
4733,Q01519,1,NO_SP,3,0
4734,P34791,1,NO_SP,4,0
4735,Q9ZUU4,1,NO_SP,0,0
4736,Q9FGS0,1,NO_SP,1,0
4737,Q9LYA9,1,NO_SP,2,0
4738,Q01617,1,NO_SP,0,0
4739,O59821,1,NO_SP,1,0
4740,Q9P000,1,NO_SP,3,0
4741,Q5HYK3,1,NO_SP,4,0
4742,P32344,1,NO_SP,1,0
4743,Q7Z7K0,1,NO_SP,3,0
4744,Q9LZP9,1,NO_SP,4,0
4745,Q9UPN4,1,NO_SP,1,0
4746,P38892,1,NO_SP,3,0
4747,Q792Q4,1,NO_SP,4,0
4748,Q8IUI8,1,NO_SP,3,0
4749,Q13536,1,NO_SP,4,0
4750,O82258,1,NO_SP,0,0
4751,P47050,1,NO_SP,3,0
4752,Q5XIQ3,1,NO_SP,3,0
4753,Q8GXV2,1,NO_SP,4,0
4754,P84086,1,NO_SP,0,0
4755,Q95PA1,1,NO_SP,1,0
4756,Q8W4D0,1,NO_SP,2,0
4757,Q6A070,1,NO_SP,3,0
4758,O82503,1,NO_SP,4,0
4759,Q8GY82,1,NO_SP,1,0
4760,Q9UBG3,1,NO_SP,3,0
4761,Q9M5P4,1,NO_SP,4,0
4762,Q6ATB4,1,NO_SP,0,0
4763,Q4WJ81,1,NO_SP,1,0
4764,O64816,1,NO_SP,4,0
4765,P53859,1,NO_SP,0,0
4766,Q6GNV6,1,NO_SP,2,0
4767,O43822,1,NO_SP,0,0
4768,Q8MUF9,1,NO_SP,3,0
4769,P18886,1,NO_SP,4,0
4770,P23508,1,NO_SP,1,0
4771,Q9LD46,1,NO_SP,2,0
4772,Q95XA8,1,NO_SP,3,0
4773,F4HRT5,1,NO_SP,4,0
4774,A2APF3,1,NO_SP,0,0
4775,O00841,1,NO_SP,1,0
4776,Q13620,1,NO_SP,4,0
4777,P53564,1,NO_SP,0,0
4778,Q9NRP2,1,NO_SP,1,0
4779,Q9C667,1,NO_SP,2,0
4780,Q9TZP5,1,NO_SP,0,0
4781,Q5SUQ9,1,NO_SP,1,0
4782,P0CG13,1,NO_SP,2,0
4783,Q9VMA3,1,NO_SP,0,0
4784,P38937,1,NO_SP,3,0
4785,P93009,1,NO_SP,0,0
4786,Q12287,1,NO_SP,0,0
4787,O49290,1,NO_SP,1,0
4788,O43809,1,NO_SP,3,0
4789,P31327,1,NO_SP,1,0
4790,O81275,1,NO_SP,2,0
4791,Q12734,1,NO_SP,3,0
4792,D0EL35,1,NO_SP,0,0
4793,Q9GZU7,1,NO_SP,1,0
4794,Q8WVB6,1,NO_SP,2,0
4795,P36064,1,NO_SP,3,0
4796,A8I4E9,1,NO_SP,4,0
4797,A1Z7Z9,1,NO_SP,0,0
4798,Q9SUQ2,1,NO_SP,4,0
4799,Q84KJ5,1,NO_SP,2,0
4800,F4I718,1,NO_SP,3,0
4801,O45952,1,NO_SP,2,0
4802,Q61301,1,NO_SP,2,0
4803,O23614,1,NO_SP,3,0
4804,P63034,1,NO_SP,4,0
4805,P32898,1,NO_SP,1,0
4806,Q9SSA5,1,NO_SP,2,0
4807,Q43725,1,NO_SP,3,0
4808,Q59KM8,1,NO_SP,2,0
4809,Q8LGH4,1,NO_SP,3,0
4810,Q80TT8,1,NO_SP,0,0
4811,P38909,1,NO_SP,2,0
4812,Q717R9,1,NO_SP,0,0
4813,Q69YQ0,1,NO_SP,3,0
4814,Q55FW5,1,NO_SP,4,0
4815,Q9W352,1,NO_SP,0,0
4816,Q7TMB8,1,NO_SP,0,0
4817,Q9QXA1,1,NO_SP,4,0
4818,Q5M775,1,NO_SP,2,0
4819,Q10QA5,1,NO_SP,3,0
4820,Q17390,1,NO_SP,0,0
4821,P14605,1,NO_SP,2,0
4822,Q9NQC7,1,NO_SP,3,0
4823,P98078,1,NO_SP,4,0
4824,Q9UTG8,1,NO_SP,0,0
4825,Q42512,1,NO_SP,1,0
4826,Q8CH19,1,NO_SP,2,0
4827,Q8WXC6,1,NO_SP,3,0
4828,P46962,1,NO_SP,1,0
4829,Q7LFL8,1,NO_SP,1,0
4830,P38877,1,NO_SP,0,0
4831,P47977,1,NO_SP,1,0
4832,Q8LDI5,1,NO_SP,3,0
4833,P00175,1,NO_SP,4,0
4834,Q8IUR6,1,NO_SP,3,0
4835,Q04930,1,NO_SP,4,0
4836,P27450,1,NO_SP,1,0
4837,A7UL74,1,NO_SP,4,0
4838,Q9P013,1,NO_SP,1,0
4839,Q38FI2,1,NO_SP,2,0
4840,Q8NBC4,1,NO_SP,4,0
4841,Q99LJ0,1,NO_SP,0,0
4842,O14098,1,NO_SP,2,0
4843,P89105,1,NO_SP,3,0
4844,Q5U3Z0,1,NO_SP,0,0
4845,O59755,1,NO_SP,2,0
4846,Q9NTM9,1,NO_SP,3,0
4847,Q9VGZ5,1,NO_SP,4,0
4848,P49025,1,NO_SP,0,0
4849,Q7XA78,1,NO_SP,1,0
4850,Q09JZ4,1,NO_SP,2,0
4851,P69851,1,NO_SP,3,0
4852,G5EFF5,1,NO_SP,4,0
4853,O76906,1,NO_SP,1,0
4854,Q8N1N5,1,NO_SP,3,0
4855,Q9CA42,1,NO_SP,4,0
4856,Q08412,1,NO_SP,2,0
4857,Q8IWT3,1,NO_SP,3,0
4858,Q10341,1,NO_SP,4,0
4859,Q9S757,1,NO_SP,0,0
4860,Q12248,1,NO_SP,1,0
4861,Q9VZN4,1,NO_SP,2,0
4862,O35613,1,NO_SP,0,0
4863,Q8NFT6,1,NO_SP,1,0
4864,Q9FF86,1,NO_SP,2,0
4865,Q99KJ8,1,NO_SP,3,0
4866,Q9QUR2,1,NO_SP,4,0
4867,P38818,1,NO_SP,1,0
4868,Q9UBT7,1,NO_SP,2,0
4869,Q24311,1,NO_SP,0,0
4870,P82869,1,NO_SP,4,0
4871,F5A894,1,NO_SP,1,0
4872,Q9HDZ6,1,NO_SP,2,0
4873,Q09719,1,NO_SP,2,0
4874,P36120,1,NO_SP,4,0
4875,Q8NEP3,1,NO_SP,0,0
4876,Q8INF7,1,NO_SP,2,0
4877,Q12389,1,NO_SP,4,0
4878,Q8TCX1,1,NO_SP,0,0
4879,Q9NV06,1,NO_SP,2,0
4880,Q9M086,1,NO_SP,4,0
4881,Q5TAQ9,1,NO_SP,1,0
4882,Q3EBC8,1,NO_SP,4,0
4883,Q99J39,1,NO_SP,1,0
4884,Q8IU60,1,NO_SP,4,0
4885,Q805F9,1,NO_SP,3,0
4886,Q9S7D1,1,NO_SP,1,0
4887,C7AU21,1,NO_SP,0,0
4888,Q9JIQ3,1,NO_SP,1,0
4889,Q99J79,1,NO_SP,3,0
4890,O15523,1,NO_SP,4,0
4891,D0PV95,1,NO_SP,0,0
4892,Q9UJV9,1,NO_SP,2,0
4893,Q7L014,1,NO_SP,3,0
4894,Q91372,1,NO_SP,1,0
4895,Q8TDD1,1,NO_SP,2,0
4896,Q8IY21,1,NO_SP,3,0
4897,Q9H4E7,1,NO_SP,0,0
4898,Q9LU10,1,NO_SP,1,0
4899,Q9NTK1,1,NO_SP,2,0
4900,Q9CQT7,1,NO_SP,3,0
4901,Q9C5W0,1,NO_SP,1,0
4902,Q5KSL6,1,NO_SP,2,0
4903,Q13574,1,NO_SP,3,0
4904,F4JYE9,1,NO_SP,1,0
4905,Q8TF46,1,NO_SP,4,0
4906,O23240,1,NO_SP,1,0
4907,Q86Y56,1,NO_SP,2,0
4908,Q9SYD8,1,NO_SP,4,0
4909,Q9FJ82,1,NO_SP,1,0
4910,P20448,1,NO_SP,3,0
4911,P53734,1,NO_SP,4,0
4912,D3ZR10,1,NO_SP,3,0
4913,Q12517,1,NO_SP,4,0
4914,Q9H773,1,NO_SP,3,0
4915,Q550F6,1,NO_SP,4,0
4916,O95865,1,NO_SP,0,0
4917,Q6NQ88,1,NO_SP,2,0
4918,Q9VD51,1,NO_SP,4,0
4919,Q7TNV0,1,NO_SP,0,0
4920,Q62871,1,NO_SP,3,0
4921,Q9FHR8,1,NO_SP,0,0
4922,Q8TF63,1,NO_SP,2,0
4923,O08788,1,NO_SP,2,0
4924,Q1H537,1,NO_SP,3,0
4925,F4HYF3,1,NO_SP,0,0
4926,Q9DF36,1,NO_SP,3,0
4927,O13807,1,NO_SP,4,0
4928,Q6NZG4,1,NO_SP,0,0
4929,Q9DGP9,1,NO_SP,0,0
4930,Q9H8H2,1,NO_SP,1,0
4931,Q9BQ39,1,NO_SP,2,0
4932,B6RGY0,1,NO_SP,4,0
4933,Q5VNN5,1,NO_SP,0,0
4934,Q16760,1,NO_SP,1,0
4935,O08560,1,NO_SP,2,0
4936,O22682,1,NO_SP,3,0
4937,Q7RYW6,1,NO_SP,0,0
4938,Q8L493,1,NO_SP,4,0
4939,Q9Y4D1,1,NO_SP,0,0
4940,Q93ZN9,1,NO_SP,1,0
4941,Q95QC4,1,NO_SP,2,0
4942,Q5T1V6,1,NO_SP,3,0
4943,Q283Q6,1,NO_SP,0,0
4944,Q557J6,1,NO_SP,1,0
4945,Q5T6F0,1,NO_SP,2,0
4946,Q09732,1,NO_SP,3,0
4947,Q08558,1,NO_SP,4,0
4948,Q9SP32,1,NO_SP,0,0
4949,Q9LXW7,1,NO_SP,2,0
4950,O75935,1,NO_SP,3,0
4951,Q9NVP1,1,NO_SP,1,0
4952,Q9NR30,1,NO_SP,2,0
4953,Q9QY16,1,NO_SP,3,0
4954,P69850,1,NO_SP,4,0
4955,Q9UN19,1,NO_SP,2,0
4956,Q8BWQ5,1,NO_SP,4,0
4957,Q09884,1,NO_SP,0,0
4958,P36162,1,NO_SP,1,0
4959,Q8WXF8,1,NO_SP,1,0
4960,P35732,1,NO_SP,2,0
4961,Q8VZD4,1,NO_SP,4,0
4962,Q9SEL7,1,NO_SP,0,0
4963,Q14154,1,NO_SP,1,0
4964,Q8IV53,1,NO_SP,2,0
4965,P15924,1,NO_SP,0,0
4966,Q6PJP8,1,NO_SP,1,0
4967,Q9NUL7,1,NO_SP,0,0
4968,Q9Y2R4,1,NO_SP,1,0
4969,Q9VAP2,1,NO_SP,0,0
4970,P48608,1,NO_SP,1,0
4971,O74771,1,NO_SP,2,0
4972,Q9MAH3,1,NO_SP,3,0
4973,P20447,1,NO_SP,1,0
4974,P40087,1,NO_SP,2,0
4975,Q96GQ7,1,NO_SP,3,0
4976,O82261,1,NO_SP,4,0
4977,Q9ULE3,1,NO_SP,0,0
4978,Q9Y315,1,NO_SP,2,0
4979,P84634,1,NO_SP,0,0
4980,Q5MPA9,1,NO_SP,2,0
4981,P12617,1,NO_SP,3,0
4982,P08432,1,NO_SP,4,0
4983,Q92841,1,NO_SP,1,0
4984,P26196,1,NO_SP,2,0
4985,O22609,1,NO_SP,4,0
4986,P35659,1,NO_SP,0,0
4987,Q9BY27,1,NO_SP,2,0
4988,Q9W4M8,1,NO_SP,4,0
4989,Q9NSV4,1,NO_SP,1,0
4990,Q54ER9,1,NO_SP,4,0
4991,G5EGK6,1,NO_SP,1,0
4992,Q94AX4,1,NO_SP,4,0
4993,Q93246,1,NO_SP,1,0
4994,Q8WYQ5,1,NO_SP,2,0
4995,O42945,1,NO_SP,3,0
4996,Q7L2E3,1,NO_SP,4,0
4997,Q24307,1,NO_SP,1,0
4998,Q9FPF0,1,NO_SP,2,0
4999,P46681,1,NO_SP,4,0
5000,Q9Y238,1,NO_SP,1,0
5001,Q7K3D8,1,NO_SP,3,0
5002,Q9QZ59,1,NO_SP,4,0
5003,Q9SX65,1,NO_SP,2,0
5004,P61460,1,NO_SP,4,0
5005,Q8W2N5,1,NO_SP,1,0
5006,Q9VKD6,1,NO_SP,4,0
5007,Q8LE52,1,NO_SP,1,0
5008,P41819,1,NO_SP,3,0
5009,Q18066,1,NO_SP,4,0
5010,Q8BG36,1,NO_SP,1,0
5011,Q9Y6G9,1,NO_SP,4,0
5012,Q9VIF5,1,NO_SP,1,0
5013,Q9H6A0,1,NO_SP,2,0
5014,A6H8H2,1,NO_SP,4,0
5015,Q8W1S1,1,NO_SP,2,0
5016,A8CVF3,1,NO_SP,3,0
5017,Q04217,1,NO_SP,0,0
5018,P98149,1,NO_SP,3,0
5019,Q9FK02,1,NO_SP,0,0
5020,O01700,1,NO_SP,3,0
5021,P56177,1,NO_SP,0,0
5022,Q8IWF6,1,NO_SP,3,0
5023,Q80VY9,1,NO_SP,0,0
5024,Q9LWU9,1,NO_SP,3,0
5025,Q0KI50,1,NO_SP,0,0
5026,P32891,1,NO_SP,2,0
5027,Q10322,1,NO_SP,3,0
5028,Q39009,1,NO_SP,4,0
5029,Q9VDW6,1,NO_SP,0,0
5030,Q03652,1,NO_SP,1,0
5031,Q96BY6,1,NO_SP,2,0
5032,Q682U6,1,NO_SP,4,0
5033,Q8RXD9,1,NO_SP,1,0
5034,O18475,1,NO_SP,3,0
5035,Q6W0C5,1,NO_SP,1,0
5036,Q0JQF7,1,NO_SP,3,0
5037,Q9FFA2,1,NO_SP,4,0
5038,Q91790,1,NO_SP,0,0
5039,Q9HGN6,1,NO_SP,1,0
5040,Q9VWF4,1,NO_SP,4,0
5041,Q6XUX1,1,NO_SP,1,0
5042,O01352,1,NO_SP,3,0
5043,O45818,1,NO_SP,4,0
5044,Q9M5K3,1,NO_SP,3,0
5045,Q9FYB5,1,NO_SP,0,0
5046,Q8CIQ7,1,NO_SP,1,0
5047,A0SVK0,1,NO_SP,4,0
5048,Q9UKG1,1,NO_SP,2,0
5049,Q9FNY2,1,NO_SP,3,0
5050,Q75QN6,1,NO_SP,3,0
5051,Q86TI2,1,NO_SP,2,0
5052,A8IVX2,1,NO_SP,3,0
5053,Q8IYB7,1,NO_SP,2,0
5054,Q9BTC0,1,NO_SP,3,0
5055,Q9W1H4,1,NO_SP,0,0
5056,Q5SXM8,1,NO_SP,3,0
5057,O88508,1,NO_SP,0,0
5058,Q8S944,1,NO_SP,4,0
5059,Q3MV14,1,NO_SP,1,0
5060,O60610,1,NO_SP,2,0
5061,Q9P3W4,1,NO_SP,3,0
5062,Q09933,1,NO_SP,0,0
5063,Q155Q3,1,NO_SP,1,0
5064,A1ZAY1,1,NO_SP,3,0
5065,Q92988,1,NO_SP,4,0
5066,Q38813,1,NO_SP,1,0
5067,Q8IYX4,1,NO_SP,3,0
5068,Q9SJZ7,1,NO_SP,4,0
5069,P13864,1,NO_SP,1,0
5070,O35820,1,NO_SP,2,0
5071,P40553,1,NO_SP,3,0
5072,P28340,1,NO_SP,0,0
5073,P26019,1,NO_SP,4,0
5074,Q9GRZ3,1,NO_SP,1,0
5075,Q9VKQ9,1,NO_SP,2,0
5076,A8JAM0,1,NO_SP,3,0
5077,P52824,1,NO_SP,4,0
5078,P0DM58,1,NO_SP,0,0
5079,Q8T626,1,NO_SP,2,0
5080,Q84K52,1,NO_SP,3,0
5081,P54098,1,NO_SP,4,0
5082,P09884,1,NO_SP,0,0
5083,Q9P6L6,1,NO_SP,3,0
5084,Q99M87,1,NO_SP,4,0
5085,Q54T86,1,NO_SP,0,0
5086,P00375,1,NO_SP,0,0
5087,Q86YF9,1,NO_SP,2,0
5088,A3R064,1,NO_SP,4,0
5089,Q8INR6,1,NO_SP,3,0
5090,P38332,1,NO_SP,1,0
5091,P28040,1,NO_SP,4,0
5092,P14284,1,NO_SP,0,0
5093,G4LTX4,1,NO_SP,3,0
5094,P70583,1,NO_SP,0,0
5095,Q96HP0,1,NO_SP,3,0
5096,Q9LFE0,1,NO_SP,0,0
5097,Q9FNY3,1,NO_SP,3,0
5098,Q94251,1,NO_SP,0,0
5099,Q10SU5,1,NO_SP,1,0
5100,Q8WXX0,1,NO_SP,3,0
5101,O13290,1,NO_SP,4,0
5102,P36022,1,NO_SP,0,0
5103,Q61214,1,NO_SP,2,0
5104,Q8LSZ4,1,NO_SP,3,0
5105,Q7K4B4,1,NO_SP,4,0
5106,P49448,1,NO_SP,4,0
5107,Q96HY7,1,NO_SP,0,0
5108,Q7L7V1,1,NO_SP,4,0
5109,O13577,1,NO_SP,0,0
5110,Q54XG7,1,NO_SP,1,0
5111,Q9XUJ7,1,NO_SP,2,0
5112,Q7YU29,1,NO_SP,0,0
5113,Q5NCQ5,1,NO_SP,3,0
5114,Q38946,1,NO_SP,4,0
5115,B6VQA1,1,NO_SP,0,0
5116,Q8VY09,1,NO_SP,4,0
5117,Q10356,1,NO_SP,0,0
5118,Q8CFP6,1,NO_SP,1,0
5119,Q9VDW3,1,NO_SP,3,0
5120,P49916,1,NO_SP,4,0
5121,Q9LVI9,1,NO_SP,1,0
5122,O04492,1,NO_SP,2,0
5123,Q9H069,1,NO_SP,3,0
5124,O74821,1,NO_SP,4,0
5125,Q9M548,1,NO_SP,0,0
5126,P32892,1,NO_SP,1,0
